,Year,MN_EARN_WNE_P6
27221,2008,17900.0
27222,2008,17900.0
27223,2008,17900.0
27224,2008,22000.0
27225,2008,22000.0
27226,2008,22000.0
27227,2008,22000.0
27228,2008,22000.0
27229,2008,22000.0
27230,2008,22000.0
27231,2008,22000.0
27232,2008,22000.0
27233,2008,27200.0
27234,2008,21800.0
27235,2008,36300.0
27236,2008,23600.0
27237,2008,25200.0
27238,2008,36400.0
27239,2008,
27240,2008,
27241,2008,
27242,2008,
27243,2008,
27244,2008,
27245,2008,
27246,2008,
27247,2008,
27248,2008,
27249,2008,
27250,2008,
27251,2008,
27252,2008,
27253,2008,
27254,2008,
27255,2008,
27256,2008,
27257,2008,
27258,2008,
27259,2008,
27260,2008,
27261,2008,
27262,2008,
27263,2008,
27264,2008,
27265,2008,
27266,2008,
27267,2008,
27268,2008,
27269,2008,
27270,2008,
27271,2008,
27272,2008,
27273,2008,
27274,2008,
27275,2008,
27276,2008,
27277,2008,
27278,2008,
27279,2008,
27280,2008,
27281,2008,
27282,2008,
27283,2008,
27284,2008,
27285,2008,
27286,2008,
27287,2008,
27288,2008,
27289,2008,
27290,2008,
27291,2008,
27292,2008,32300.0
27293,2008,16300.0
27294,2008,22000.0
27295,2008,42800.0
27296,2008,18400.0
27297,2008,22800.0
27298,2008,22800.0
27299,2008,33800.0
27300,2008,
27301,2008,25600.0
27302,2008,35300.0
27303,2008,26000.0
27304,2008,26000.0
27305,2008,34100.0
27306,2008,31700.0
27307,2008,39000.0
27308,2008,27900.0
27309,2008,23400.0
27310,2008,26700.0
27311,2008,
27312,2008,20700.0
27313,2008,27600.0
27314,2008,
27315,2008,17200.0
27316,2008,28100.0
27317,2008,37100.0
27318,2008,37200.0
27319,2008,32400.0
27320,2008,38700.0
27321,2008,36900.0
27322,2008,41800.0
27323,2008,33800.0
27324,2008,36200.0
27325,2008,28100.0
27326,2008,46600.0
27327,2008,24200.0
27328,2008,
27329,2008,19500.0
27330,2008,28400.0
27331,2008,24500.0
27332,2008,29000.0
27333,2008,56900.0
27334,2008,29000.0
27335,2008,56900.0
27336,2008,56900.0
27337,2008,56900.0
27338,2008,44600.0
27339,2008,44600.0
27340,2008,40300.0
27341,2008,40300.0
27342,2008,40300.0
27343,2008,28500.0
27344,2008,
27345,2008,27600.0
27346,2008,19500.0
27347,2008,18900.0
27348,2008,17700.0
27349,2008,
27350,2008,21900.0
27351,2008,
27352,2008,17800.0
27353,2008,
27354,2008,26400.0
27355,2008,26400.0
27356,2008,28400.0
27357,2008,28400.0
27358,2008,29600.0
27359,2008,29600.0
27360,2008,35800.0
27361,2008,18800.0
27362,2008,46200.0
27363,2008,36800.0
27364,2008,22000.0
27365,2008,22000.0
27366,2008,22000.0
27367,2008,22000.0
27368,2008,22000.0
27369,2008,22000.0
27370,2008,22000.0
27371,2008,22000.0
27372,2008,22000.0
27373,2008,22000.0
27374,2008,22000.0
27375,2008,38000.0
27376,2008,38000.0
27377,2008,38000.0
27378,2008,19700.0
27379,2008,35800.0
27380,2008,35800.0
27381,2008,35800.0
27382,2008,35800.0
27383,2008,35800.0
27384,2008,35800.0
27385,2008,35800.0
27386,2008,35800.0
27387,2008,27000.0
27388,2008,27000.0
27389,2008,27000.0
27390,2008,27000.0
27391,2008,
27392,2008,36400.0
27393,2008,48300.0
27394,2008,48300.0
27395,2008,48300.0
27396,2008,48300.0
27397,2008,48300.0
27398,2008,45500.0
27399,2008,65500.0
27400,2008,65500.0
27401,2008,65500.0
27402,2008,65500.0
27403,2008,65500.0
27404,2008,65500.0
27405,2008,30900.0
27406,2008,51100.0
27407,2008,29300.0
27408,2008,25600.0
27409,2008,25600.0
27410,2008,25600.0
27411,2008,25600.0
27412,2008,25600.0
27413,2008,25600.0
27414,2008,25600.0
27415,2008,34800.0
27416,2008,34800.0
27417,2008,34800.0
27418,2008,34800.0
27419,2008,51500.0
27420,2008,51500.0
27421,2008,51500.0
27422,2008,51500.0
27423,2008,51500.0
27424,2008,51500.0
27425,2008,51500.0
27426,2008,51500.0
27427,2008,51500.0
27428,2008,51500.0
27429,2008,51500.0
27430,2008,51500.0
27431,2008,51500.0
27432,2008,51500.0
27433,2008,51500.0
27434,2008,51500.0
27435,2008,51500.0
27436,2008,51500.0
27437,2008,51500.0
27438,2008,51500.0
27439,2008,51500.0
27440,2008,51500.0
27441,2008,51500.0
27442,2008,51500.0
27443,2008,51500.0
27444,2008,51500.0
27445,2008,51500.0
27446,2008,51500.0
27447,2008,51500.0
27448,2008,51500.0
27449,2008,51500.0
27450,2008,51500.0
27451,2008,51500.0
27452,2008,51500.0
27453,2008,51500.0
27454,2008,51500.0
27455,2008,51500.0
27456,2008,51500.0
27457,2008,51500.0
27458,2008,51500.0
27459,2008,51500.0
27460,2008,51500.0
27461,2008,51500.0
27462,2008,31100.0
27463,2008,31100.0
27464,2008,31100.0
27465,2008,31100.0
27466,2008,31100.0
27467,2008,31100.0
27468,2008,31100.0
27469,2008,31100.0
27470,2008,31100.0
27471,2008,31100.0
27472,2008,31100.0
27473,2008,31100.0
27474,2008,18700.0
27475,2008,22400.0
27476,2008,22400.0
27477,2008,34900.0
27478,2008,48300.0
27479,2008,48300.0
27480,2008,30200.0
27481,2008,17800.0
27482,2008,17800.0
27483,2008,17800.0
27484,2008,17800.0
27485,2008,17300.0
27486,2008,17300.0
27487,2008,17300.0
27488,2008,17300.0
27489,2008,34500.0
27490,2008,51000.0
27491,2008,30000.0
27492,2008,30000.0
27493,2008,30000.0
27494,2008,30000.0
27495,2008,30000.0
27496,2008,30000.0
27497,2008,30000.0
27498,2008,30000.0
27499,2008,30000.0
27500,2008,30000.0
27501,2008,30000.0
27502,2008,30000.0
27503,2008,30000.0
27504,2008,30000.0
27505,2008,30000.0
27506,2008,30000.0
27507,2008,30000.0
27508,2008,35500.0
27509,2008,30300.0
27510,2008,30800.0
27511,2008,30800.0
27512,2008,30800.0
27513,2008,31100.0
27514,2008,
27515,2008,30800.0
27516,2008,30800.0
27517,2008,30900.0
27518,2008,28400.0
27519,2008,19000.0
27520,2008,19000.0
27521,2008,
27522,2008,32000.0
27523,2008,37900.0
27524,2008,39500.0
27525,2008,37000.0
27526,2008,50900.0
27527,2008,50900.0
27528,2008,50900.0
27529,2008,50900.0
27530,2008,50900.0
27531,2008,
27532,2008,
27533,2008,20900.0
27534,2008,33700.0
27535,2008,16400.0
27536,2008,28200.0
27537,2008,34400.0
27538,2008,34400.0
27539,2008,18600.0
27540,2008,27000.0
27541,2008,
27542,2008,43400.0
27543,2008,43400.0
27544,2008,43400.0
27545,2008,19400.0
27546,2008,30600.0
27547,2008,27100.0
27548,2008,18100.0
27549,2008,15500.0
27550,2008,42500.0
27551,2008,42500.0
27552,2008,15600.0
27553,2008,18800.0
27554,2008,18800.0
27555,2008,24300.0
27556,2008,24300.0
27557,2008,18200.0
27558,2008,26900.0
27559,2008,26900.0
27560,2008,27400.0
27561,2008,27400.0
27562,2008,27400.0
27563,2008,18200.0
27564,2008,18200.0
27565,2008,18200.0
27566,2008,18200.0
27567,2008,18200.0
27568,2009,
27569,2009,
27570,2009,
27571,2009,
27572,2009,
27573,2009,
27574,2009,
27575,2009,
27576,2009,
27577,2009,
27578,2009,
27579,2009,
27580,2009,
27581,2009,
27582,2009,
27583,2009,
27584,2009,
27585,2009,
27586,2009,
27587,2009,
27588,2009,
27589,2009,
27590,2009,
27591,2009,
27592,2009,
27593,2009,
27594,2009,
27595,2009,
27596,2009,
27597,2009,
27598,2009,
27599,2009,
27600,2009,
27601,2009,
27602,2009,
27603,2009,
27604,2009,
27605,2009,
27606,2009,
27607,2009,
27608,2009,
27609,2009,
27610,2009,
27611,2009,
27612,2009,
27613,2009,
27614,2009,
27615,2009,
27616,2009,
27617,2009,
27618,2009,
27619,2009,
27620,2009,
27621,2009,
27622,2009,
27623,2009,
27624,2009,
27625,2009,
27626,2009,
27627,2009,
27628,2009,
27629,2009,
27630,2009,
27631,2009,
27632,2009,
27633,2009,
27634,2009,
27635,2009,
27636,2009,
27637,2009,
27638,2009,
27639,2009,
27640,2009,
27641,2009,
27642,2009,
27643,2009,
27644,2009,
27645,2009,
27646,2009,
27647,2009,
27648,2009,
27649,2009,
27650,2009,
27651,2009,
27652,2009,
27653,2009,
27654,2009,
27655,2009,
27656,2009,
27657,2009,
27658,2009,
27659,2009,
27660,2009,
27661,2009,
27662,2009,
27663,2009,
27664,2009,
27665,2009,
27666,2009,
27667,2009,
27668,2009,
27669,2009,
27670,2009,
27671,2009,
27672,2009,
27673,2009,
27674,2009,
27675,2009,
27676,2009,
27677,2009,
27678,2009,
27679,2009,
27680,2009,
27681,2009,
27682,2009,
27683,2009,
27684,2009,
27685,2009,
27686,2009,
27687,2009,
27688,2009,
27689,2009,
27690,2009,
27691,2009,
27692,2009,
27693,2009,
27694,2009,
27695,2009,
27696,2009,
27697,2009,
27698,2009,
27699,2009,
27700,2009,
27701,2009,
27702,2009,
27703,2009,
27704,2009,
27705,2009,
27706,2009,
27707,2009,
27708,2009,
27709,2009,
27710,2009,
27711,2009,
27712,2009,
27713,2009,
27714,2009,
27715,2009,
27716,2009,
27717,2009,
27718,2009,
27719,2009,
27720,2009,
27721,2009,
27722,2009,
27723,2009,
27724,2009,
27725,2009,
27726,2009,
27727,2009,
27728,2009,
27729,2009,
27730,2009,
27731,2009,
27732,2009,
27733,2009,
27734,2009,
27735,2009,
27736,2009,
27737,2009,
27738,2009,
27739,2009,
27740,2009,
27741,2009,
27742,2009,
27743,2009,
27744,2009,
27745,2009,
27746,2009,
27747,2009,
27748,2009,
27749,2009,
27750,2009,
27751,2009,
27752,2009,
27753,2009,
27754,2009,
27755,2009,
27756,2009,
27757,2009,
27758,2009,
27759,2009,
27760,2009,
27761,2009,
27762,2009,
27763,2009,
27764,2009,
27765,2009,
27766,2009,
27767,2009,
27768,2009,
27769,2009,
27770,2009,
27771,2009,
27772,2009,
27773,2009,
27774,2009,
27775,2009,
27776,2009,
27777,2009,
27778,2009,
27779,2009,
27780,2009,
27781,2009,
27782,2009,
27783,2009,
27784,2009,
27785,2009,
27786,2009,
27787,2009,
27788,2009,
27789,2009,
27790,2009,
27791,2009,
27792,2009,
27793,2009,
27794,2009,
27795,2009,
27796,2009,
27797,2009,
27798,2009,
27799,2009,
27800,2009,
27801,2009,
27802,2009,
27803,2009,
27804,2009,
27805,2009,
27806,2009,
27807,2009,
27808,2009,
27809,2009,
27810,2009,
27811,2009,
27812,2009,
27813,2009,
27814,2009,
27815,2009,
27816,2009,
27817,2009,
27818,2009,
27819,2009,
27820,2009,
27821,2009,
27822,2009,
27823,2009,
27824,2009,
27825,2009,
27826,2009,
27827,2009,
27828,2009,
27829,2009,
27830,2009,
27831,2009,
27832,2009,
27833,2009,
27834,2009,
27835,2009,
27836,2009,
27837,2009,
27838,2009,
27839,2009,
27840,2009,
27841,2009,
27842,2009,
27843,2009,
27844,2009,
27845,2009,
27846,2009,
27847,2009,
27848,2009,
27849,2009,
27850,2009,
27851,2009,
27852,2009,
27853,2009,
27854,2009,
27855,2009,
27856,2009,
27857,2009,
27858,2009,
27859,2009,
27860,2009,
27861,2009,
27862,2009,
27863,2009,
27864,2009,
27865,2009,
27866,2009,
27867,2009,
27868,2009,
27869,2009,
27870,2009,
27871,2009,
27872,2009,
27873,2009,
27874,2009,
27875,2009,
27876,2009,
27877,2009,
27878,2009,
27879,2009,
27880,2009,
27881,2009,
27882,2009,
27883,2009,
27884,2009,
27885,2009,
27886,2009,
27887,2009,
27888,2009,
27889,2009,
27890,2009,
27891,2009,
27892,2009,
27893,2009,
27894,2009,
27895,2009,
27896,2009,
27897,2009,
27898,2009,
27899,2009,
27900,2009,
27901,2009,
27902,2009,
27903,2009,
27904,2009,
27905,2009,
27906,2009,
27907,2009,
27908,2009,
27909,2009,
27910,2009,
27911,2009,
27912,2009,
27913,2009,
27914,2009,
27915,2009,
27916,2009,
27917,2009,
27918,2009,
27919,2009,
27920,2009,
27921,2009,
27922,2009,
27923,2009,
27924,2009,
27925,2009,
27926,2009,
27927,2009,
27928,2009,
27929,2009,
27930,2009,
27931,2009,
27932,2009,
27933,2009,
27934,2009,
27935,2009,
27936,2009,
27937,2009,
27938,2009,
27939,2009,
27940,2009,
27941,2009,
27942,2009,
27943,2009,
27944,2009,
27945,2009,
27946,2009,
27947,2009,
27948,2009,
27949,2009,
27950,2009,
27951,2009,
27952,2009,
27953,2009,
27954,2009,
27955,2009,
27956,2009,
27957,2009,
27958,2009,
27959,2009,
27960,2009,
27961,2009,
27962,2009,
27963,2009,
27964,2009,
27965,2009,
27966,2009,
27967,2009,
27968,2009,
27969,2009,
27970,2009,
27971,2009,
27972,2009,
27973,2009,
27974,2009,
27975,2009,
27976,2009,
27977,2009,
27978,2009,
27979,2009,
27980,2009,
27981,2009,
27982,2009,
27983,2009,
27984,2009,
27985,2009,
27986,2009,
27987,2009,
27988,2009,
27989,2009,
27990,2009,
27991,2009,
27992,2009,
27993,2009,
27994,2009,
27995,2009,
27996,2009,
27997,2009,
27998,2009,
27999,2009,
28000,2009,
28001,2009,
28002,2009,
28003,2009,
28004,2009,
28005,2009,
28006,2009,
28007,2009,
28008,2009,
28009,2009,
28010,2009,
28011,2009,
28012,2009,
28013,2009,
28014,2009,
28015,2009,
28016,2009,
28017,2009,
28018,2009,
28019,2009,
28020,2009,
28021,2009,
28022,2009,
28023,2009,
28024,2009,
28025,2009,
28026,2009,
28027,2009,
28028,2009,
28029,2009,
28030,2009,
28031,2009,
28032,2009,
28033,2009,
28034,2009,
28035,2009,
28036,2009,
28037,2009,
28038,2009,
28039,2009,
28040,2009,
28041,2009,
28042,2009,
28043,2009,
28044,2009,
28045,2009,
28046,2009,
28047,2009,
28048,2009,
28049,2009,
28050,2009,
28051,2009,
28052,2009,
28053,2009,
28054,2009,
28055,2009,
28056,2009,
28057,2009,
28058,2009,
28059,2009,
28060,2009,
28061,2009,
28062,2009,
28063,2009,
28064,2009,
28065,2009,
28066,2009,
28067,2009,
28068,2009,
28069,2009,
28070,2009,
28071,2009,
28072,2009,
28073,2009,
28074,2009,
28075,2009,
28076,2009,
28077,2009,
28078,2009,
28079,2009,
28080,2009,
28081,2009,
28082,2009,
28083,2009,
28084,2009,
28085,2009,
28086,2009,
28087,2009,
28088,2009,
28089,2009,
28090,2009,
28091,2009,
28092,2009,
28093,2009,
28094,2009,
28095,2009,
28096,2009,
28097,2009,
28098,2009,
28099,2009,
28100,2009,
28101,2009,
28102,2009,
28103,2009,
28104,2009,
28105,2009,
28106,2009,
28107,2009,
28108,2009,
28109,2009,
28110,2009,
28111,2009,
28112,2009,
28113,2009,
28114,2009,
28115,2009,
28116,2009,
28117,2009,
28118,2009,
28119,2009,
28120,2009,
28121,2009,
28122,2009,
28123,2009,
28124,2009,
28125,2009,
28126,2009,
28127,2009,
28128,2009,
28129,2009,
28130,2009,
28131,2009,
28132,2009,
28133,2009,
28134,2009,
28135,2009,
28136,2009,
28137,2009,
28138,2009,
28139,2009,
28140,2009,
28141,2009,
28142,2009,
28143,2009,
28144,2009,
28145,2009,
28146,2009,
28147,2009,
28148,2009,
28149,2009,
28150,2009,
28151,2009,
28152,2009,
28153,2009,
28154,2009,
28155,2009,
28156,2009,
28157,2009,
28158,2009,
28159,2009,
28160,2009,
28161,2009,
28162,2009,
28163,2009,
28164,2009,
28165,2009,
28166,2009,
28167,2009,
28168,2009,
28169,2009,
28170,2009,
28171,2009,
28172,2009,
28173,2009,
28174,2009,
28175,2009,
28176,2009,
28177,2009,
28178,2009,
28179,2009,
28180,2009,
28181,2009,
28182,2009,
28183,2009,
28184,2009,
28185,2009,
28186,2009,
28187,2009,
28188,2009,
28189,2009,
28190,2009,
28191,2009,
28192,2009,
28193,2009,
28194,2009,
28195,2009,
28196,2009,
28197,2009,
28198,2009,
28199,2009,
28200,2009,
28201,2009,
28202,2009,
28203,2009,
28204,2009,
28205,2009,
28206,2009,
28207,2009,
28208,2009,
28209,2009,
28210,2009,
28211,2009,
28212,2009,
28213,2009,
28214,2009,
28215,2009,
28216,2009,
28217,2009,
28218,2009,
28219,2009,
28220,2009,
28221,2009,
28222,2009,
28223,2009,
28224,2009,
28225,2009,
28226,2009,
28227,2009,
28228,2009,
28229,2009,
28230,2009,
28231,2009,
28232,2009,
28233,2009,
28234,2009,
28235,2009,
28236,2009,
28237,2009,
28238,2009,
28239,2009,
28240,2009,
28241,2009,
28242,2009,
28243,2009,
28244,2009,
28245,2009,
28246,2009,
28247,2009,
28248,2009,
28249,2009,
28250,2009,
28251,2009,
28252,2009,
28253,2009,
28254,2009,
28255,2009,
28256,2009,
28257,2009,
28258,2009,
28259,2009,
28260,2009,
28261,2009,
28262,2009,
28263,2009,
28264,2009,
28265,2009,
28266,2009,
28267,2009,
28268,2009,
28269,2009,
28270,2009,
28271,2009,
28272,2009,
28273,2009,
28274,2009,
28275,2009,
28276,2009,
28277,2009,
28278,2009,
28279,2009,
28280,2009,
28281,2009,
28282,2009,
28283,2009,
28284,2009,
28285,2009,
28286,2009,
28287,2009,
28288,2009,
28289,2009,
28290,2009,
28291,2009,
28292,2009,
28293,2009,
28294,2009,
28295,2009,
28296,2009,
28297,2009,
28298,2009,
28299,2009,
28300,2009,
28301,2009,
28302,2009,
28303,2009,
28304,2009,
28305,2009,
28306,2009,
28307,2009,
28308,2009,
28309,2009,
28310,2009,
28311,2009,
28312,2009,
28313,2009,
28314,2009,
28315,2009,
28316,2009,
28317,2009,
28318,2009,
28319,2009,
28320,2009,
28321,2009,
28322,2009,
28323,2009,
28324,2009,
28325,2009,
28326,2009,
28327,2009,
28328,2009,
28329,2009,
28330,2009,
28331,2009,
28332,2009,
28333,2009,
28334,2009,
28335,2009,
28336,2009,
28337,2009,
28338,2009,
28339,2009,
28340,2009,
28341,2009,
28342,2009,
28343,2009,
28344,2009,
28345,2009,
28346,2009,
28347,2009,
28348,2009,
28349,2009,
28350,2009,
28351,2009,
28352,2009,
28353,2009,
28354,2009,
28355,2009,
28356,2009,
28357,2009,
28358,2009,
28359,2009,
28360,2009,
28361,2009,
28362,2009,
28363,2009,
28364,2009,
28365,2009,
28366,2009,
28367,2009,
28368,2009,
28369,2009,
28370,2009,
28371,2009,
28372,2009,
28373,2009,
28374,2009,
28375,2009,
28376,2009,
28377,2009,
28378,2009,
28379,2009,
28380,2009,
28381,2009,
28382,2009,
28383,2009,
28384,2009,
28385,2009,
28386,2009,
28387,2009,
28388,2009,
28389,2009,
28390,2009,
28391,2009,
28392,2009,
28393,2009,
28394,2009,
28395,2009,
28396,2009,
28397,2009,
28398,2009,
28399,2009,
28400,2009,
28401,2009,
28402,2009,
28403,2009,
28404,2009,
28405,2009,
28406,2009,
28407,2009,
28408,2009,
28409,2009,
28410,2009,
28411,2009,
28412,2009,
28413,2009,
28414,2009,
28415,2009,
28416,2009,
28417,2009,
28418,2009,
28419,2009,
28420,2009,
28421,2009,
28422,2009,
28423,2009,
28424,2009,
28425,2009,
28426,2009,
28427,2009,
28428,2009,
28429,2009,
28430,2009,
28431,2009,
28432,2009,
28433,2009,
28434,2009,
28435,2009,
28436,2009,
28437,2009,
28438,2009,
28439,2009,
28440,2009,
28441,2009,
28442,2009,
28443,2009,
28444,2009,
28445,2009,
28446,2009,
28447,2009,
28448,2009,
28449,2009,
28450,2009,
28451,2009,
28452,2009,
28453,2009,
28454,2009,
28455,2009,
28456,2009,
28457,2009,
28458,2009,
28459,2009,
28460,2009,
28461,2009,
28462,2009,
28463,2009,
28464,2009,
28465,2009,
28466,2009,
28467,2009,
28468,2009,
28469,2009,
28470,2009,
28471,2009,
28472,2009,
28473,2009,
28474,2009,
28475,2009,
28476,2009,
28477,2009,
28478,2009,
28479,2009,
28480,2009,
28481,2009,
28482,2009,
28483,2009,
28484,2009,
28485,2009,
28486,2009,
28487,2009,
28488,2009,
28489,2009,
28490,2009,
28491,2009,
28492,2009,
28493,2009,
28494,2009,
28495,2009,
28496,2009,
28497,2009,
28498,2009,
28499,2009,
28500,2009,
28501,2009,
28502,2009,
28503,2009,
28504,2009,
28505,2009,
28506,2009,
28507,2009,
28508,2009,
28509,2009,
28510,2009,
28511,2009,
28512,2009,
28513,2009,
28514,2009,
28515,2009,
28516,2009,
28517,2009,
28518,2009,
28519,2009,
28520,2009,
28521,2009,
28522,2009,
28523,2009,
28524,2009,
28525,2009,
28526,2009,
28527,2009,
28528,2009,
28529,2009,
28530,2009,
28531,2009,
28532,2009,
28533,2009,
28534,2009,
28535,2009,
28536,2009,
28537,2009,
28538,2009,
28539,2009,
28540,2009,
28541,2009,
28542,2009,
28543,2009,
28544,2009,
28545,2009,
28546,2009,
28547,2009,
28548,2009,
28549,2009,
28550,2009,
28551,2009,
28552,2009,
28553,2009,
28554,2009,
28555,2009,
28556,2009,
28557,2009,
28558,2009,
28559,2009,
28560,2009,
28561,2009,
28562,2009,
28563,2009,
28564,2009,
28565,2009,
28566,2009,
28567,2009,
28568,2009,
28569,2009,
28570,2009,
28571,2009,
28572,2009,
28573,2009,
28574,2009,
28575,2009,
28576,2009,
28577,2009,
28578,2009,
28579,2009,
28580,2009,
28581,2009,
28582,2009,
28583,2009,
28584,2009,
28585,2009,
28586,2009,
28587,2009,
28588,2009,
28589,2009,
28590,2009,
28591,2009,
28592,2009,
28593,2009,
28594,2009,
28595,2009,
28596,2009,
28597,2009,
28598,2009,
28599,2009,
28600,2009,
28601,2009,
28602,2009,
28603,2009,
28604,2009,
28605,2009,
28606,2009,
28607,2009,
28608,2009,
28609,2009,
28610,2009,
28611,2009,
28612,2009,
28613,2009,
28614,2009,
28615,2009,
28616,2009,
28617,2009,
28618,2009,
28619,2009,
28620,2009,
28621,2009,
28622,2009,
28623,2009,
28624,2009,
28625,2009,
28626,2009,
28627,2009,
28628,2009,
28629,2009,
28630,2009,
28631,2009,
28632,2009,
28633,2009,
28634,2009,
28635,2009,
28636,2009,
28637,2009,
28638,2009,
28639,2009,
28640,2009,
28641,2009,
28642,2009,
28643,2009,
28644,2009,
28645,2009,
28646,2009,
28647,2009,
28648,2009,
28649,2009,
28650,2009,
28651,2009,
28652,2009,
28653,2009,
28654,2009,
28655,2009,
28656,2009,
28657,2009,
28658,2009,
28659,2009,
28660,2009,
28661,2009,
28662,2009,
28663,2009,
28664,2009,
28665,2009,
28666,2009,
28667,2009,
28668,2009,
28669,2009,
28670,2009,
28671,2009,
28672,2009,
28673,2009,
28674,2009,
28675,2009,
28676,2009,
28677,2009,
28678,2009,
28679,2009,
28680,2009,
28681,2009,
28682,2009,
28683,2009,
28684,2009,
28685,2009,
28686,2009,
28687,2009,
28688,2009,
28689,2009,
28690,2009,
28691,2009,
28692,2009,
28693,2009,
28694,2009,
28695,2009,
28696,2009,
28697,2009,
28698,2009,
28699,2009,
28700,2009,
28701,2009,
28702,2009,
28703,2009,
28704,2009,
28705,2009,
28706,2009,
28707,2009,
28708,2009,
28709,2009,
28710,2009,
28711,2009,
28712,2009,
28713,2009,
28714,2009,
28715,2009,
28716,2009,
28717,2009,
28718,2009,
28719,2009,
28720,2009,
28721,2009,
28722,2009,
28723,2009,
28724,2009,
28725,2009,
28726,2009,
28727,2009,
28728,2009,
28729,2009,
28730,2009,
28731,2009,
28732,2009,
28733,2009,
28734,2009,
28735,2009,
28736,2009,
28737,2009,
28738,2009,
28739,2009,
28740,2009,
28741,2009,
28742,2009,
28743,2009,
28744,2009,
28745,2009,
28746,2009,
28747,2009,
28748,2009,
28749,2009,
28750,2009,
28751,2009,
28752,2009,
28753,2009,
28754,2009,
28755,2009,
28756,2009,
28757,2009,
28758,2009,
28759,2009,
28760,2009,
28761,2009,
28762,2009,
28763,2009,
28764,2009,
28765,2009,
28766,2009,
28767,2009,
28768,2009,
28769,2009,
28770,2009,
28771,2009,
28772,2009,
28773,2009,
28774,2009,
28775,2009,
28776,2009,
28777,2009,
28778,2009,
28779,2009,
28780,2009,
28781,2009,
28782,2009,
28783,2009,
28784,2009,
28785,2009,
28786,2009,
28787,2009,
28788,2009,
28789,2009,
28790,2009,
28791,2009,
28792,2009,
28793,2009,
28794,2009,
28795,2009,
28796,2009,
28797,2009,
28798,2009,
28799,2009,
28800,2009,
28801,2009,
28802,2009,
28803,2009,
28804,2009,
28805,2009,
28806,2009,
28807,2009,
28808,2009,
28809,2009,
28810,2009,
28811,2009,
28812,2009,
28813,2009,
28814,2009,
28815,2009,
28816,2009,
28817,2009,
28818,2009,
28819,2009,
28820,2009,
28821,2009,
28822,2009,
28823,2009,
28824,2009,
28825,2009,
28826,2009,
28827,2009,
28828,2009,
28829,2009,
28830,2009,
28831,2009,
28832,2009,
28833,2009,
28834,2009,
28835,2009,
28836,2009,
28837,2009,
28838,2009,
28839,2009,
28840,2009,
28841,2009,
28842,2009,
28843,2009,
28844,2009,
28845,2009,
28846,2009,
28847,2009,
28848,2009,
28849,2009,
28850,2009,
28851,2009,
28852,2009,
28853,2009,
28854,2009,
28855,2009,
28856,2009,
28857,2009,
28858,2009,
28859,2009,
28860,2009,
28861,2009,
28862,2009,
28863,2009,
28864,2009,
28865,2009,
28866,2009,
28867,2009,
28868,2009,
28869,2009,
28870,2009,
28871,2009,
28872,2009,
28873,2009,
28874,2009,
28875,2009,
28876,2009,
28877,2009,
28878,2009,
28879,2009,
28880,2009,
28881,2009,
28882,2009,
28883,2009,
28884,2009,
28885,2009,
28886,2009,
28887,2009,
28888,2009,
28889,2009,
28890,2009,
28891,2009,
28892,2009,
28893,2009,
28894,2009,
28895,2009,
28896,2009,
28897,2009,
28898,2009,
28899,2009,
28900,2009,
28901,2009,
28902,2009,
28903,2009,
28904,2009,
28905,2009,
28906,2009,
28907,2009,
28908,2009,
28909,2009,
28910,2009,
28911,2009,
28912,2009,
28913,2009,
28914,2009,
28915,2009,
28916,2009,
28917,2009,
28918,2009,
28919,2009,
28920,2009,
28921,2009,
28922,2009,
28923,2009,
28924,2009,
28925,2009,
28926,2009,
28927,2009,
28928,2009,
28929,2009,
28930,2009,
28931,2009,
28932,2009,
28933,2009,
28934,2009,
28935,2009,
28936,2009,
28937,2009,
28938,2009,
28939,2009,
28940,2009,
28941,2009,
28942,2009,
28943,2009,
28944,2009,
28945,2009,
28946,2009,
28947,2009,
28948,2009,
28949,2009,
28950,2009,
28951,2009,
28952,2009,
28953,2009,
28954,2009,
28955,2009,
28956,2009,
28957,2009,
28958,2009,
28959,2009,
28960,2009,
28961,2009,
28962,2009,
28963,2009,
28964,2009,
28965,2009,
28966,2009,
28967,2009,
28968,2009,
28969,2009,
28970,2009,
28971,2009,
28972,2009,
28973,2009,
28974,2009,
28975,2009,
28976,2009,
28977,2009,
28978,2009,
28979,2009,
28980,2009,
28981,2009,
28982,2009,
28983,2009,
28984,2009,
28985,2009,
28986,2009,
28987,2009,
28988,2009,
28989,2009,
28990,2009,
28991,2009,
28992,2009,
28993,2009,
28994,2009,
28995,2009,
28996,2009,
28997,2009,
28998,2009,
28999,2009,
29000,2009,
29001,2009,
29002,2009,
29003,2009,
29004,2009,
29005,2009,
29006,2009,
29007,2009,
29008,2009,
29009,2009,
29010,2009,
29011,2009,
29012,2009,
29013,2009,
29014,2009,
29015,2009,
29016,2009,
29017,2009,
29018,2009,
29019,2009,
29020,2009,
29021,2009,
29022,2009,
29023,2009,
29024,2009,
29025,2009,
29026,2009,
29027,2009,
29028,2009,
29029,2009,
29030,2009,
29031,2009,
29032,2009,
29033,2009,
29034,2009,
29035,2009,
29036,2009,
29037,2009,
29038,2009,
29039,2009,
29040,2009,
29041,2009,
29042,2009,
29043,2009,
29044,2009,
29045,2009,
29046,2009,
29047,2009,
29048,2009,
29049,2009,
29050,2009,
29051,2009,
29052,2009,
29053,2009,
29054,2009,
29055,2009,
29056,2009,
29057,2009,
